GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	NCBIfam	TIGR02146	homocitrate synthase	44	391	6.7E-147	T	17-03-2025	IPR011872	Homocitrate synthase	GO:0004410(InterPro)|GO:0019752(InterPro)|GO:0019878(InterPro)|GO:0046912(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	SUPERFAMILY	SSF51569	Aldolase	41	318	2.93E-65	T	17-03-2025	-	-	-	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	Gene3D	G3DSA:1.10.238.260	-	309	423	1.8E-39	T	17-03-2025	-	-	-	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	ProSiteProfiles	PS50991	Pyruvate carboxyltransferase domain.	42	296	31.46978	T	17-03-2025	IPR000891	Pyruvate carboxyltransferase	GO:0003824(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	Pfam	PF01532	Glycosyl hydrolase family 47	524	995	1.7E-148	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	ProSitePatterns	PS00816	Alpha-isopropylmalate and homocitrate synthases signature 2.	229	242	-	T	17-03-2025	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752(InterPro)|GO:0046912(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	FunFam	G3DSA:3.20.20.70:FF:000032	Homocitrate synthase, mitochondrial	32	308	1.8E-161	T	17-03-2025	-	-	-	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	Pfam	PF00682	HMGL-like	42	302	2.6E-77	T	17-03-2025	IPR000891	Pyruvate carboxyltransferase	GO:0003824(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	CDD	cd07948	DRE_TIM_HCS	42	304	0.0	T	17-03-2025	IPR048253	Homocitrate synthase, catalytic TIM barrel domain, fungi/bacteria	-	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	17-03-2025	-	-	-	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	Pfam	PF22617	Homocitrate synthase post-HMGL domain-like	316	396	9.0E-35	T	17-03-2025	IPR054691	2-isopropylmalate synthase/homocitrate synthase, post-catalytic domain	-	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	SUPERFAMILY	SSF48225	Seven-hairpin glycosidases	512	996	9.55E-158	T	17-03-2025	IPR036026	Seven-hairpin glycosidases	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	Gene3D	G3DSA:1.50.10.10	-	504	997	1.4E-159	T	17-03-2025	IPR012341	Six-hairpin glycosidase-like superfamily	GO:0005975(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	Hamap	MF_02222	Homocitrate synthase.	43	400	68.872406	T	17-03-2025	IPR011872	Homocitrate synthase	GO:0004410(InterPro)|GO:0019752(InterPro)|GO:0019878(InterPro)|GO:0046912(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	ProSitePatterns	PS00815	Alpha-isopropylmalate and homocitrate synthases signature 1.	49	65	-	T	17-03-2025	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752(InterPro)|GO:0046912(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	FunFam	G3DSA:1.50.10.10:FF:000037	alpha-1,2-Mannosidase	504	997	3.5E-209	T	17-03-2025	-	-	-	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	731	748	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	633	652	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	594	612	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	556	570	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	800	816	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	896	920	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	959	979	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	523	543	1.5E-50	T	17-03-2025	IPR001382	Glycoside hydrolase family 47	GO:0004571(InterPro)|GO:0005509(InterPro)|GO:0016020(InterPro)	-
GCA_029168975.1	a6a63f17d8e00337e904d183b89fe967	997	PANTHER	PTHR11742	MANNOSYL-OLIGOSACCHARIDE ALPHA-1,2-MANNOSIDASE-RELATED	456	996	1.3E-140	T	17-03-2025	IPR050749	Glycosyl Hydrolase Family 47	GO:0004571(PANTHER)|GO:0005783(PANTHER)|GO:0016020(PANTHER)|GO:1904382(PANTHER)	-
GCA_001014755.1	54a405e449b8435cb8adb76caf0c6bec	100	Gene3D	G3DSA:1.10.238.260	-	1	73	1.6E-15	T	17-03-2025	-	-	-	-
GCA_001014755.1	54a405e449b8435cb8adb76caf0c6bec	100	Pfam	PF22617	Homocitrate synthase post-HMGL domain-like	1	47	3.1E-11	T	17-03-2025	IPR054691	2-isopropylmalate synthase/homocitrate synthase, post-catalytic domain	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	ProSiteProfiles	PS50991	Pyruvate carboxyltransferase domain.	57	332	16.92107	T	17-03-2025	IPR000891	Pyruvate carboxyltransferase	GO:0003824(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	Pfam	PF22615	Alpha-isopropylmalate synthase, post-catalytic domain-like	355	420	9.4E-27	T	17-03-2025	IPR054692	2-isopropylmalate synthase-like, post-catalytic domain	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	SUPERFAMILY	SSF110921	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	472	585	1.57E-30	T	17-03-2025	IPR036230	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain superfamily	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	Gene3D	G3DSA:3.20.20.70	Aldolase class I	36	403	2.8E-154	T	17-03-2025	IPR013785	Aldolase-type TIM barrel	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	SMART	SM00917	LeuA_dimer_2	449	586	8.2E-24	T	17-03-2025	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852(InterPro)|GO:0009098(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	NCBIfam	TIGR00970	2-isopropylmalate synthase	31	585	4.2E-266	T	17-03-2025	IPR005668	2-isopropylmalate synthase	GO:0003852(InterPro)|GO:0009098(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	PANTHER	PTHR46911	-	25	588	4.2E-283	T	17-03-2025	-	-	GO:0003852(PANTHER)|GO:0005739(PANTHER)|GO:0009098(PANTHER)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	SUPERFAMILY	SSF51569	Aldolase	47	355	1.26E-94	T	17-03-2025	-	-	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	ProSitePatterns	PS00815	Alpha-isopropylmalate and homocitrate synthases signature 1.	64	80	-	T	17-03-2025	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752(InterPro)|GO:0046912(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	ProSitePatterns	PS00816	Alpha-isopropylmalate and homocitrate synthases signature 2.	268	281	-	T	17-03-2025	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752(InterPro)|GO:0046912(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	CDD	cd07942	DRE_TIM_LeuA	56	340	0.0	T	17-03-2025	IPR039371	LeuA, N-terminal catalytic TIM barrel domain	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	Pfam	PF08502	LeuA allosteric (dimerisation) domain	449	585	2.0E-20	T	17-03-2025	IPR013709	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain	GO:0003852(InterPro)|GO:0009098(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	Hamap	MF_00572	2-isopropylmalate synthase [leuA].	32	587	50.007427	T	17-03-2025	IPR005668	2-isopropylmalate synthase	GO:0003852(InterPro)|GO:0009098(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	FunFam	G3DSA:3.20.20.70:FF:000045	2-isopropylmalate synthase	35	403	5.6E-195	T	17-03-2025	-	-	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	Pfam	PF00682	HMGL-like	58	338	5.3E-83	T	17-03-2025	IPR000891	Pyruvate carboxyltransferase	GO:0003824(InterPro)	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	Gene3D	G3DSA:3.30.160.270	-	404	584	9.0E-53	T	17-03-2025	IPR036230	2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain superfamily	-	-
GCA_000412225.2	453c756fed296c8811a4a56ac2987767	595	SUPERFAMILY	SSF89000	post-HMGL domain-like	415	463	5.89E-13	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	367	1376	-	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Coils	Coil	Coil	1300	1320	-	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	CDD	cd07948	DRE_TIM_HCS	1041	1229	4.30161E-117	T	17-03-2025	IPR048253	Homocitrate synthase, catalytic TIM barrel domain, fungi/bacteria	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	325	344	-	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Pfam	PF22617	Homocitrate synthase post-HMGL domain-like	1241	1321	1.4E-34	T	17-03-2025	IPR054691	2-isopropylmalate synthase/homocitrate synthase, post-catalytic domain	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	324	-	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Pfam	PF00682	HMGL-like	1042	1227	4.9E-50	T	17-03-2025	IPR000891	Pyruvate carboxyltransferase	GO:0003824(InterPro)	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Gene3D	G3DSA:1.10.238.260	-	1234	1350	2.3E-40	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Pfam	PF14027	Questin oxidase-like	560	950	1.2E-83	T	17-03-2025	IPR025337	Questin oxidase-like	GO:0016491(InterPro)	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Pfam	PF14027	Questin oxidase-like	60	434	3.4E-80	T	17-03-2025	IPR025337	Questin oxidase-like	GO:0016491(InterPro)	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	351	366	-	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	ProSiteProfiles	PS50991	Pyruvate carboxyltransferase domain.	1110	1221	21.964622	T	17-03-2025	IPR000891	Pyruvate carboxyltransferase	GO:0003824(InterPro)	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Gene3D	G3DSA:3.20.20.70	Aldolase class I	1037	1233	4.6E-54	T	17-03-2025	IPR013785	Aldolase-type TIM barrel	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	345	350	-	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	ProSitePatterns	PS00816	Alpha-isopropylmalate and homocitrate synthases signature 2.	1154	1167	-	T	17-03-2025	IPR002034	Alpha-isopropylmalate/homocitrate synthase, conserved site	GO:0019752(InterPro)|GO:0046912(InterPro)	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	SUPERFAMILY	SSF51569	Aldolase	1051	1243	4.58E-45	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	MobiDBLite	mobidb-lite	consensus disorder prediction	1356	1376	-	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	FunFam	G3DSA:1.10.238.260:FF:000002	Homocitrate synthase, mitochondrial	1234	1347	1.1E-56	T	17-03-2025	-	-	-	-
GCA_027627405.1	bac4cc11ac5935b8d5719571ccae7531	1376	PANTHER	PTHR35870	PROTEIN, PUTATIVE (AFU_ORTHOLOGUE AFUA_5G03330)-RELATED	29	478	6.0E-166	T	17-03-2025	IPR025337	Questin oxidase-like	GO:0016491(InterPro)	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SUPERFAMILY	SSF51569	Aldolase	2480	2757	9.71E-70	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	CDD	cd02440	AdoMet_MTases	1358	1473	9.37814E-11	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Gene3D	G3DSA:3.90.180.10	-	1749	2080	7.9E-78	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SMART	SM00823	Phosphopantetheine attachment site	2403	2474	1.8E-10	T	17-03-2025	IPR020806	Polyketide synthase, phosphopantetheine-binding domain	GO:0031177(InterPro)	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	CDD	cd05195	enoyl_red	1787	2080	6.94249E-98	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	1217	1530	7.5E-52	T	17-03-2025	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Gene3D	G3DSA:3.40.366.10	-	572	832	2.5E-78	T	17-03-2025	IPR001227	Acyl transferase domain superfamily	GO:0016740(InterPro)	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Pfam	PF00109	Beta-ketoacyl synthase, N-terminal domain	16	262	1.4E-63	T	17-03-2025	IPR014030	Beta-ketoacyl synthase-like, N-terminal	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SMART	SM00829	PKS_ER_names_mod	1769	2080	2.3E-95	T	17-03-2025	IPR020843	Polyketide synthase, enoylreductase domain	GO:0016491(InterPro)	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	1292	1528	8.13E-29	T	17-03-2025	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SUPERFAMILY	SSF50129	GroES-like	1782	1898	3.3E-24	T	17-03-2025	IPR011032	GroES-like superfamily	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	FunFam	G3DSA:3.20.20.70:FF:000032	Homocitrate synthase, mitochondrial	2472	2747	3.1E-149	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	ProSiteProfiles	PS50075	Carrier protein (CP) domain profile.	2397	2474	11.903941	T	17-03-2025	IPR009081	Phosphopantetheine binding ACP domain	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Gene3D	G3DSA:3.40.47.10	-	15	542	9.8E-142	T	17-03-2025	IPR016039	Thiolase-like	GO:0016746(InterPro)	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SMART	SM00826	PKS_DH	867	1056	0.0039	T	17-03-2025	IPR020807	Polyketide synthase, dehydratase domain	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	CDD	cd07948	DRE_TIM_HCS	2482	2743	2.14586E-165	T	17-03-2025	IPR048253	Homocitrate synthase, catalytic TIM barrel domain, fungi/bacteria	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Pfam	PF08242	Methyltransferase domain	1360	1471	1.3E-13	T	17-03-2025	IPR013217	Methyltransferase type 12	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Pfam	PF08659	KR domain	2104	2282	2.8E-54	T	17-03-2025	IPR013968	Polyketide synthase, ketoreductase domain	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Pfam	PF00107	Zinc-binding dehydrogenase	1910	1995	3.4E-6	T	17-03-2025	IPR013149	Alcohol dehydrogenase-like, C-terminal	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SMART	SM00825	Beta-ketoacyl synthase	18	413	6.0E-149	T	17-03-2025	IPR020841	Polyketide synthase, beta-ketoacyl synthase domain	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	MobiDBLite	mobidb-lite	consensus disorder prediction	466	479	-	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	MobiDBLite	mobidb-lite	consensus disorder prediction	449	479	-	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SUPERFAMILY	SSF55048	Probable ACP-binding domain of malonyl-CoA ACP transacylase	701	766	3.92E-7	T	17-03-2025	IPR016036	Malonyl-CoA ACP transacylase, ACP-binding	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	ProSitePatterns	PS00012	Phosphopantetheine attachment site.	2429	2444	-	T	17-03-2025	IPR006162	Phosphopantetheine attachment site	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Pfam	PF22617	Homocitrate synthase post-HMGL domain-like	2755	2835	6.6E-34	T	17-03-2025	IPR054691	2-isopropylmalate synthase/homocitrate synthase, post-catalytic domain	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SMART	SM00822	This enzymatic domain is part of bacterial polyketide synthases and catalyses the first step in the reductive modification of the beta-carbonyl centres in the growing polyketide chain. It uses NADPH to reduce the keto group to a hydroxy group.	2104	2284	3.7E-34	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	ProSiteProfiles	PS52004	Ketosynthase family 3 (KS3) domain profile.	15	410	69.468781	T	17-03-2025	IPR020841	Polyketide synthase, beta-ketoacyl synthase domain	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	CDD	cd00833	PKS	16	408	3.37759E-164	T	17-03-2025	-	-	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Pfam	PF02801	Beta-ketoacyl synthase, C-terminal domain	316	359	1.0E-9	T	17-03-2025	IPR014031	Beta-ketoacyl synthase, C-terminal	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Pfam	PF00550	Phosphopantetheine attachment site	2406	2470	0.0042	T	17-03-2025	IPR009081	Phosphopantetheine binding ACP domain	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	Gene3D	G3DSA:1.10.1200.10	-	2402	2475	3.5E-10	T	17-03-2025	IPR036736	ACP-like superfamily	-	-
GCA_020647705.1	5f56c97ed09a156ebd618501b78ddba3	2856	SUPERFAMILY	SSF52151	FabD/lysophospholipase-like	572	828	4.45E-43	T	17-03-2025	IPR016035	Acyl transferase/acyl hydrolase/lysophospholipase	-	-
